"","logFC.Agegroup.","Pvalues","adjPvalues"
"NM_001271223.2",-0.199064611681878,0.489566775021095,0.643145480208912
"NM_018230.3",-0.765740339002113,2.03417262760617e-05,0.00124191592001219
"NM_001258311.2",-0.218385223937357,0.529403761529336,0.661754693371519
"XM_017002325.1",-0.292594052049092,0.254440567215108,0.569785099454159
"NM_014801.4",-0.205692975680986,0.300857787798962,0.576279778478858
"XM_017002209.2",-0.236261481436862,0.202302159092094,0.559438789746041
"NM_018072.6",-0.250591757505698,0.282620712360961,0.576031693844597
"NM_001278344.1",-0.25306991434697,0.735314667044647,0.7851297991272
"XM_017000060.1",-0.253585749049855,0.412719260240676,0.611328131393281
"NM_006352.4",-0.295897139873708,0.345282462093109,0.591021307642899
"XR_002958497.1",-0.0587533910270809,0.631343877145137,0.713800095017894
"XM_017003072.1",-0.222847578608,0.391911580504496,0.604866196627483
"NR_024540.1",0.161405517077872,0.457615438905228,0.629232819583771
"XR_001737556.1",-0.0643646167425472,0.832103029281595,0.858906846384277
"NR_162149.1",0.434367655225922,0.576142068785238,0.683856955643647
"NR_028327.1",-0.12219789458145,0.698799740122878,0.759012197152178
"NR_024321.1",-0.0363831417060472,0.866847971160935,0.885473447117546
"NR_047526.1",-0.270506656983009,0.258313815456593,0.570619246639045
"XR_002958526.1",-0.122588842427265,0.588283004142918,0.689411961971889
"NM_015658.4",-0.0553286457695787,0.821568289816117,0.851169226355154
"XM_005244771.4",0.132618964821227,0.714218056170018,0.770261198547063
"NM_005101.4",-0.14737983945397,0.536171225014767,0.665908587812772
"XM_011541556.1",-0.106322200319942,0.664011552303103,0.735957768652397
"NM_080605.4",-0.235395052645486,0.211663728889239,0.561260454319582
"XR_946815.1",-0.110330293661864,0.720535540417121,0.773884188985418
"XM_017000233.1",-0.146144955404485,0.443594819332813,0.623872442320639
"XM_017001517.1",-0.149173993759453,0.420010505769219,0.614180551152136
"NM_001282583.2",0.0126467848637801,0.938605685805634,0.947306807960587
"NR_015434.1",-0.27793351483323,0.0445269268807398,0.531391308453273
"NM_001318485.2",-0.270058459303539,0.180722213627318,0.551802586781081
"NM_001146685.1",-0.0212226974900026,0.968268959468253,0.972604952074163
"XR_002957738.1",-0.270427918160892,0.464838663467471,0.631633390394828
"NM_001114748.2",-0.135828736852285,0.477989147846273,0.637612018746178
"NM_001242659.2",-0.0805895841355243,0.720913150532451,0.773884188985418
"XM_024453318.1",-0.204394369451054,0.464678986973742,0.631633390394828
"NM_182838.2",-0.137663073581099,0.549740160736963,0.672395062998806
"NM_000815.5",-0.671726569709355,0.292180863963291,0.576279778478858
"NR_146290.1",-0.191745008102883,0.395386380788895,0.605215218776499
"XM_017000555.2",-0.213420322243763,0.219454658830036,0.56321576745622
"XM_024451328.1",-0.127975227530373,0.522801391398075,0.658468636288563
"NR_024489.1",-0.108199143100872,0.629582698358194,0.712825488763252
"NM_007033.5",-0.243136143162814,0.0662397295573495,0.545909611026749
"NR_015440.1",-0.163878095802869,0.736717309903797,0.786193265398716
"XR_001737866.1",-0.0581478146624073,0.874198513625264,0.890629084670039
"NM_182752.4",-0.199220529559535,0.400307260510786,0.606943351942235
"NR_033711.1",-0.389128904298105,0.0775160136521513,0.549307502251699
"NM_020710.3",-0.171924851453606,0.388799325311483,0.60391864172086
"NM_000983.4",0.0304727398489035,0.74828112912519,0.795022998520994
"NM_012405.4",-0.396162077601084,0.16496786573213,0.549307502251699
"XM_017001251.2",-0.138454382548421,0.514890659322601,0.654929428645626
"NM_001039664.1",-0.313866930355575,0.405218046789527,0.608147959386583
"XR_001737882.2",-0.180239778394016,0.440268715737541,0.623472855187125
"XR_001737883.2",-0.238206377002158,0.247011812381626,0.568326235965891
"NM_004781.4",-0.3641319613363,0.202981613890225,0.559438789746041
"NM_001201483.4",-0.280611717764527,0.209161892192207,0.560505105142553
"NM_001010866.4",-0.182836901592481,0.28620590888882,0.576279778478858
"NM_001302.5",-0.330129768712402,0.203867598255774,0.559692410014014
"NM_004401.3",-0.203572094626329,0.0802052437602478,0.549307502251699
"NM_213566.2",-0.271437757801033,0.0294504361807388,0.464164483283383
"NM_006610.4",-0.3132637253539,0.0949106275445758,0.549307502251699
"NM_003132.3",-0.0799323348111747,0.687156751582711,0.751415753993161
"NM_013319.2",-0.279343523632705,0.0611330666661574,0.545909611026749
"XM_011541831.2",-0.157954003649823,0.516914681186737,0.654929428645626
"NM_012168.6",-0.200051042200599,0.465073070126426,0.631633390394828
"XM_017001215.1",-0.20827805249527,0.408912745603298,0.608816649701144
"NM_198545.4",-0.133023925283041,0.557552695176228,0.675583172907251
"NM_138346.3",-0.127278043650005,0.407035328308642,0.608272101793166
"NM_024329.6",-1.04884326553889,0.0149519769911993,0.330771358327594
"NM_024758.5",-0.27335435425175,0.40945012194317,0.608816649701144
"NM_032341.5",-0.306230420642644,0.118192489948299,0.549307502251699
"NM_001089591.1",-1.81484056835623,2.95050318658683e-12,1.90143538691151e-09
"NR_024279.1",-0.090865974160705,0.588496314434969,0.689411961971889
"NM_178840.4",-0.192522373268782,0.442177645595871,0.623472855187125
"NM_182623.3",0.0420000983653796,0.80836198354324,0.840986458215389
"NM_030907.4",-0.209946006162914,0.29718250947145,0.576279778478858
"NR_147210.1",-0.0566690213460928,0.685617773742683,0.750157156707708
"NR_023386.1",-0.221511056410246,0.165056386526755,0.549307502251699
"NM_017940.6",-0.00759503080609423,0.965186344796917,0.970372820215309
"XR_001737914.2",-0.168087802392942,0.524776490819155,0.660024763876516
"NR_026752.1",0.12519000416723,0.667097568461815,0.738312344878333
"XM_006710675.4",-0.298310260888046,0.119231423905342,0.549307502251699
"NR_037847.1",-0.256086905175065,0.0618143958341378,0.545909611026749
"NR_077246.1",-0.83802100086721,0.00420906568577504,0.13100810528937
"NM_000871.3",-0.225926713071336,0.464141632652296,0.631633390394828
"NM_018584.6",-0.242154817485527,0.108770647340335,0.549307502251699
"NM_207334.3",-0.181123592309757,0.55256878694494,0.674188980784791
"NM_032409.3",-0.137236562235166,0.546979194777309,0.671450893002921
"NR_046507.1",-0.231672258592158,0.257018623686842,0.570619246639045
"NM_005216.4",-0.234161476553283,0.0617350079178048,0.545909611026749
"XM_024447376.1",-0.243189247231723,0.320872572585971,0.58193741763079
"NM_044472.3",-0.345181460367681,0.3076691073249,0.578010053867959
"NR_110616.1",-0.313356607450319,0.134672660203639,0.549307502251699
"NM_030634.2",-0.206230081214356,0.32791985170723,0.585030802799734
"NR_033690.1",-0.223498368527758,0.196946776009969,0.558773997767035
"NM_002167.5",-0.102934951834487,0.635944087861751,0.716765586785495
"NM_003198.2",-0.276204523730998,0.0316097639996266,0.471790293329337
"NM_017761.4",-0.25283800452465,0.293355321318104,0.576279778478858
"XM_017000100.2",-0.237356959490928,0.302985764603964,0.576896570893045
"NM_015484.5",-1.06411785449712,8.11323588305648e-08,9.60342206565868e-06
"NM_001145454.3",-0.282373004852767,0.27836303167542,0.57275194511243
"NM_015871.5",-0.157968384614537,0.307644234829348,0.578010053867959
"NM_031286.4",-0.180238562662369,0.11742267944533,0.549307502251699
"NM_032283.3",-0.222875937741188,0.112548257443782,0.549307502251699
"NM_018066.4",-0.221610701784375,0.126794789312865,0.549307502251699
"NM_022078.3",-0.225969539304536,0.222513690940691,0.565351186877653
"NM_006600.4",-0.297347342075558,0.0519739340613841,0.545909611026749
"NR_033926.1",-0.266316685565525,0.126282220021642,0.549307502251699
"NM_006990.5",-0.196166757765985,0.427530015455097,0.619130305022068
"NM_178191.2",-0.181377601552732,0.177602401318177,0.549492315698494
"NM_004814.3",-0.131657828128178,0.434962439764427,0.621137702937366
"XM_011541007.3",-0.267243806629307,0.470056569975087,0.633274252450919
"XR_001737631.1",-0.362110139893362,0.302810692082943,0.576896570893045
"NR_073499.2",-0.320273143521173,0.0895282705898739,0.549307502251699
"XM_006710725.4",-0.294053363585865,0.0652038170684258,0.545909611026749
"NM_003757.3",-0.403058624745388,0.0147105796129151,0.328159083672722
"NR_026850.1",-0.185705672681377,0.117021154990346,0.549307502251699
"NM_032648.3",-0.116202921993671,0.637971906337922,0.718000487092617
"NM_023009.7",-0.299808972082804,0.127892687552466,0.549307502251699
"NM_001167676.1",-0.0975749061923189,0.684696458703718,0.749506541835472
"NM_001145720.2",-0.24460448537785,0.416342440654279,0.612293419682432
"NM_001171941.3",-0.217626782626253,0.300432374415756,0.576279778478858
"XM_006710356.2",-0.259440060049576,0.286747991878863,0.576279778478858
"NR_037869.1",-0.293883959664403,0.104087267778262,0.549307502251699
"NM_001195156.1",-0.31240329807945,0.0979147288383673,0.549307502251699
"XM_011541950.2",-0.281119120574017,0.247331938375722,0.568326235965891
"NM_014284.3",-0.128044750616415,0.76522360689817,0.80664378353685
"XM_017001139.2",-0.246811486018304,0.344761481448586,0.591021307642899
"XR_947182.2",-0.116152433606039,0.743939332742757,0.791424822066763
"NM_152374.2",-0.420407386513916,0.207662815549274,0.560505105142553
"XM_024451302.1",-0.27440672959105,0.171479856408501,0.549307502251699
"NM_032881.3",-0.244404508510897,0.0427736685186958,0.518600151855468
"NM_031280.4",-0.170340707732937,0.166689600416296,0.549307502251699
"NM_024700.4",-0.238746467143528,0.142070983301001,0.549307502251699
"NM_003462.5",-0.228945204583921,0.259586293433703,0.570619246639045
"NM_024640.4",-0.294564758253891,0.0278569934543169,0.454557672767011
"NM_006802.4",-0.571995560870025,0.00171570017913607,0.0642003937999305
"NM_016037.4",-0.260288152776212,0.0694361479427659,0.549307502251699
"NM_002699.4",-0.120617363234379,0.782988291945335,0.819439208459571
"NM_024595.3",-0.959783690965496,1.88319690197807e-06,0.00015684423355516
"NM_015038.2",-0.232417807588383,0.368827274571017,0.597215328419853
"NM_181809.4",-0.215435903372787,0.282955165087158,0.576075458708354
"NR_144356.1",-0.167515529457197,0.482095678489338,0.639009290371258
"XM_005271139.3",-0.27232757923194,0.263280721492626,0.570619246639045
"NM_152373.4",-0.295637976637978,0.176745781457299,0.549492315698494
"NR_024567.1",-0.248754647050627,0.193006196330261,0.558773997767035
"NM_133467.3",-0.175256743499713,0.579061933055013,0.685420247289608
"NM_001291281.3",-0.0812001316387206,0.7582087124266,0.801167887060353
"XM_005270362.1",-0.311000516175584,0.149130825240861,0.549307502251699
"NM_004559.5",0.753512842750371,0.00123660733673279,0.0491254969386999
"NM_006516.3",-0.205971167149904,0.186956273432567,0.554535791751523
"NM_006824.2",-0.230348848345321,0.248627702613027,0.568326235965891
"NM_001255.3",-0.174600750360858,0.780180794827972,0.817533624209979
"XR_947283.1",-0.235716070387862,0.173408911580946,0.549307502251699
"XR_246317.4",-0.191654027829556,0.353609187853377,0.591021307642899
"NM_014652.4",-0.281611783139687,0.266552906628932,0.57107942069165
"NM_001294333.2",-0.304092204021571,0.200737458169711,0.559438789746041
"XR_001738031.1",-0.258425127559845,0.333724537414117,0.588011211808225
"NM_001012.2",0.0232728857591033,0.878058513359328,0.893776654525114
"NM_024602.6",-0.848644700858762,0.000641263297652195,0.0275505713065387
"NM_032756.3",-0.210593074808368,0.271421120353351,0.571266423629509
"NM_001013615.3",-0.354361548202376,0.136589678379393,0.549307502251699
"NM_006369.4",-0.0833153475800488,0.73341704064922,0.78378400747104
"XR_002957994.1",-0.287714778105618,0.100863074891213,0.549307502251699
"NM_001297565.2",-0.853555208321359,0.000284080494319264,0.0131813349364138
"NM_014774.3",-0.284283017494568,0.0442019421664633,0.52860054549585
"NM_001262.2",-0.203950593536192,0.667154310259887,0.738312344878333
"NM_002867.4",-0.291244922381613,0.563108013380948,0.678001249548911
"NM_032864.4",-0.26537981012641,0.0795387464539373,0.549307502251699
"NM_015696.5",-0.103335540727246,0.516508317821303,0.654929428645626
"NR_130897.1",-0.232068494787496,0.261219362606891,0.570619246639045
"NM_002370.4",-0.207565016257426,0.192826678792214,0.558773997767035
"NM_001305066.1",-0.111435885088724,0.652419343254486,0.727139160429673
"NM_153035.3",-0.279296684918036,0.0667327438306836,0.545909611026749
"NM_016491.3",-0.430056821980609,0.00554631676395243,0.164333596045371
"NR_103541.1",-0.219858738451839,0.340081656902571,0.591021307642899
"NM_152268.4",-0.271519538396534,0.0909298020511989,0.549307502251699
"NM_014762.4",-0.235264455276623,0.590263139710531,0.690366245275475
"NM_003713.5",-0.229720900742866,0.544785566303524,0.671003670537363
"NM_145243.5",-0.244714486080331,0.245121454600757,0.568326235965891
"NM_002228.4",-0.188815641876383,0.418685043418326,0.613130360766886
"NM_003368.5",0.0325906029844308,0.897845682022419,0.911518458906009
"XM_011542313.2",-0.330224999410365,0.318576982689427,0.58193741763079
"NM_013339.4",-0.223876040521971,0.322388590101912,0.58193741763079
"NR_002771.1",-0.245604731402961,0.213195851896903,0.561551290191662
"NM_002633.3",-0.211946111729791,0.292351615451567,0.576279778478858
"NM_001297442.2",-0.435839987546168,0.249290955033942,0.568326235965891
"NM_004675.4",-0.30705315913727,0.278824429923685,0.572859260912991
"XR_001738107.1",-0.212455423034447,0.361623677712247,0.594337583091819
"NM_001350615.2",-0.249042855443685,0.297978916932484,0.576279778478858
"XM_005270509.3",-0.267022527168929,0.236616789054672,0.568326235965891
"NR_038420.1",-0.324271212362766,0.151887056079858,0.549307502251699
"NM_005455.5",-0.433252705362107,0.0324750407812207,0.474616558199085
"NM_003838.4",-0.328011563118156,0.173491530743117,0.549307502251699
"NR_130749.1",-0.54241367541794,0.00270450391597026,0.0917317117697514
"NR_073562.1",-0.324931388313785,0.14289775879041,0.549307502251699
"XR_001736924.2",-0.277261599071257,0.315049363242921,0.58106914903701
"NM_025065.7",-0.309098889980236,0.018970751821413,0.383381047262006
"NM_005274.3",-0.200320342253162,0.553510295881612,0.674188980784791
"NM_004388.3",-0.296113995236677,0.249019986681995,0.568326235965891
"XM_024453363.1",-0.27123447172078,0.177174810556238,0.549492315698494
"NM_001554.5",-0.267817644937111,0.499368781189019,0.649694690645202
"NM_006769.4",-0.0721399279510825,0.910419999857608,0.922830478709214
"NM_004120.5",-0.342905093310909,0.196661496792237,0.558773997767035
"NM_052941.5",-0.284901411343029,0.24175185660547,0.568326235965891
"NM_182975.3",-0.304788950712209,0.168738783837736,0.549307502251699
"NM_182976.4",-0.350965032152995,0.026258955992822,0.442810946365055
"NM_173567.5",-0.325550710255788,0.37653293285036,0.599462877480021
"XM_017000800.1",-0.241714992184563,0.341328513563625,0.591021307642899
"NM_024813.3",-0.274260716870788,0.239562980160468,0.568326235965891
"NM_001938.3",-0.276402627908603,0.110408191164988,0.549307502251699
"NM_014597.5",-0.304530772019612,0.0542567338284851,0.545909611026749
"NM_001993.5",-0.55712789161409,0.0350596428760027,0.485269549812855
"XM_011542527.2",-0.268892216336678,0.180096464154717,0.551699112871792
"NR_033998.1",-0.292258946906103,0.0217550420130846,0.41506330156543
"NR_146275.1",-0.0824632653734074,0.807956939651498,0.840822627191061
"NM_017734.5",-0.282293072339255,0.106123507636343,0.549307502251699
"NM_001918.4",-0.263120113057619,0.127914475856885,0.549307502251699
"NM_022049.3",-0.220288131305239,0.603920276372704,0.697756494613881
"NM_020978.4",-0.239488343787673,0.130299688334424,0.549307502251699
"NR_024438.2",-0.281349869424171,0.201303043340977,0.559438789746041
"NM_018137.3",-0.245209057764722,0.168204443521355,0.549307502251699
"NM_001010883.3",-0.333675193164282,0.335409648896994,0.588794177845812
"NM_005645.4",-0.137336044452888,0.369603569884751,0.597215328419853
"NR_034072.1",-0.319246366325352,0.153920434037587,0.549307502251699
"NM_001408.3",-0.203612228144698,0.548065363607958,0.671910470539733
"XR_002957829.1",-0.344476648285618,0.493408595407261,0.645851919061637
"XM_011540646.2",-0.215692376102862,0.459598472663436,0.62962275124832
"NM_031936.5",-0.351540010011986,0.506811768370721,0.652209508886217
"NM_000848.4",-0.320984742065545,0.351239631383147,0.591021307642899
"NM_006492.3",-0.193794658411158,0.350051589690508,0.591021307642899
"NM_001010898.4",-0.221372398050262,0.54176909297291,0.669049470472271
"XM_024446790.1",-0.233808940678382,0.307041147173841,0.578010053867959
"NM_022768.4",-0.368922716652673,0.0830800424412715,0.549307502251699
"NM_006402.2",-0.290850673210604,0.0227562537923998,0.416487365749303
"NM_002232.5",-0.19447244653337,0.655297013297553,0.729505312308216
"NM_002557.4",-0.248771264928691,0.193254737837247,0.558773997767035
"NM_001688.5",0.0256624911666527,0.858849168658182,0.878695568568964
"XM_017000324.2",-0.317205869716129,0.0523590196053931,0.545909611026749
"NM_007204.5",-0.285057754791728,0.0993024401778462,0.549307502251699
"NR_145438.1",-0.262835174419287,0.36982882233531,0.597328646489779
"NM_024494.3",-0.282911675235731,0.165520215080891,0.549307502251699
"NM_005167.5",-0.230256513340482,0.549199183609542,0.672299549374282
"NM_003051.3",-0.144925891935453,0.548439067356216,0.671936330939174
"NR_103777.1",-0.12718083923474,0.586903996012699,0.689217083797055
"NM_001010922.3",-0.210815419642595,0.291914196327479,0.576279778478858
"NM_005872.3",-0.204933286342941,0.271750649667226,0.571266423629509
"NM_002524.5",-0.31824980637151,0.0472275716925402,0.539994956293258
"XM_011542199.2",-0.280450679700456,0.170092308085554,0.549307502251699
"NM_017709.4",-0.251170204085803,0.480316457730658,0.638548544553391
"NM_017686.4",-0.289236011960197,0.0340070335268179,0.482448415805165
"NR_033781.1",-0.169078904395946,0.738349343157866,0.786702233455916
"NR_036540.1",-0.310538899790341,0.342846738085867,0.591021307642899
"NM_004892.6",-0.155437649786368,0.305626687911529,0.578010053867959
"XR_002958577.1",0.0690666984543921,0.723769673167056,0.775515260367434
"XM_024452028.1",0.27680412967905,0.265105064763939,0.570619246639045
"NM_001351372.1",-0.270504218122656,0.350970395543882,0.591021307642899
"NR_024510.2",-0.210879376986638,0.482505539970267,0.639080185391083
"XR_001738201.1",-0.348105519866931,0.336170257779715,0.589415808682692
"NR_104217.1",-0.124061752386708,0.508186634054416,0.652940710994641
"NM_006099.3",-0.265081773288276,0.0847865085540702,0.549307502251699
"NM_005105.4",-0.202011676470077,0.0922700608273878,0.549307502251699
"NM_001039888.4",-0.180549242789364,0.633915790276634,0.71573127965826
"XR_922650.2",0.433294563194657,0.0430074834814341,0.518600151855468
"NM_001278141.1",-0.144431612780844,0.570773363500346,0.681889128064464
"NR_002305.1",-1.22424375923992,2.06481680542184e-09,4.60612979671027e-07
"XM_006711244.4",-2.02686264459363,5.1270001844279e-11,1.68170786807939e-08
"XM_011509601.3",-0.279573647617256,0.0511107000732844,0.545909611026749
"NR_111930.1",-0.173932559614806,0.469657702978399,0.633274252450919
