"","logFC.Agegroup.","Pvalues","adjPvalues"
"NM_001288582.2",-0.330044293061202,0.130583972663197,0.549307502251699
"NM_181426.2",-0.33175756050155,0.129087939593771,0.549307502251699
"NM_021101.5",-0.259133853039651,0.634354795176302,0.715948202378391
"NR_120606.1",0.0147188795372211,0.956126683702005,0.962265272509393
"NM_004113.6",-0.320744618045825,0.55331538093186,0.674188980784791
"NM_021032.4",-0.196458756578119,0.657087013002975,0.730541416626575
"NM_178496.4",-0.303605226393626,0.363570223233135,0.595311115486005
"NM_032279.4",-0.269528354638365,0.306095499208697,0.578010053867959
"XR_002959602.1",-0.334206184055572,0.242933868696686,0.568326235965891
"NM_018385.3",-0.251213182178438,0.244567243589477,0.568326235965891
"NM_152617.4",-0.209464411532315,0.355326086163929,0.591021307642899
"NR_045572.2",-0.281817201872032,0.310537183312676,0.578578754646168
"XR_001740584.1",-0.163085997951432,0.639448523501805,0.718342327389206
"XR_002959673.1",-0.236869878161136,0.1128336196595,0.549307502251699
"NR_108075.1",-0.237638084323742,0.40679859426284,0.608272101793166
"NM_018184.3",-0.314626518980577,0.11970433204815,0.549307502251699
"XM_017006496.2",-0.139989227414478,0.392373710858356,0.604935545714636
"NM_015513.5",-0.169507390165014,0.675937245810924,0.743492513882678
"NM_018447.3",-0.32980664830298,0.0689601595622274,0.549307502251699
"NR_103821.1",-0.199863618418528,0.357036894082391,0.591649408291234
"NR_002786.1",-0.135608328447563,0.284735153175715,0.576279778478858
"NM_018462.5",-0.27392383017494,0.0168586231831074,0.358168551142942
"NM_000551.3",-1.28450477079084,1.89294764635538e-06,0.00015684423355516
"NM_001354723.2",-0.20909793530406,0.280417637845991,0.574369618845062
"NM_014760.4",-0.25660351066972,0.211806972131114,0.561260454319582
"NM_001317406.2",-0.289206873015058,0.214078031418457,0.563107747041746
"NM_001128219.3",-0.216314318204574,0.427998796126008,0.619130305022068
"XR_940594.3",-0.219274950315199,0.333598719471737,0.588011211808225
"NM_003256.4",-0.260235016031892,0.243489712195546,0.568326235965891
"NM_004625.4",-0.20295359481721,0.30615062855119,0.578010053867959
"NM_014463.3",-0.14020731942602,0.237300771868612,0.568326235965891
"NR_046251.1",-0.158597388869781,0.456903724971162,0.629164673512047
"NM_022497.5",-0.296282451653877,0.0729884845677639,0.549307502251699
"NR_046084.1",-0.291889781087987,0.0882549975070873,0.549307502251699
"XR_001740608.1",-0.391099144947795,0.304863264737564,0.578010053867959
"NM_001253384.2",-0.214589486661455,0.308313108776508,0.578010053867959
"XR_940664.2",-0.131566229058524,0.675123047703979,0.743160690203659
"NM_017801.3",-0.286804845368585,0.112879957558852,0.549307502251699
"NM_016141.4",-0.300014547053241,0.310142658233575,0.578401098956506
"NM_001039111.3",-0.275685187029346,0.343932548252795,0.591021307642899
"NM_006371.5",-0.278116401427248,0.0589764893351979,0.545909611026749
"NM_014805.4",-0.303790711105208,0.201954033786944,0.559438789746041
"NR_028389.1",-0.08743469563983,0.700158071133972,0.760044322024525
"NM_005875.3",-0.22018077826248,0.29904637628536,0.576279778478858
"NM_001034996.3",-0.622779065231232,0.0136984123781525,0.316537019096751
"NM_001265610.1",-0.235024333696984,0.20838843993707,0.560505105142553
"NM_000729.6",-0.306509302406875,0.592380873449286,0.691170602696814
"XM_011534080.2",-0.39875520502681,0.316929500814394,0.581590498507938
"NR_125400.1",-0.051969343401852,0.881787878332149,0.897415282387518
"NM_145166.4",-0.192767819479837,0.123459048095935,0.549307502251699
"NM_001205272.1",-0.374574630880471,0.0855759894551448,0.549307502251699
"NR_046757.1",-0.24769829893186,0.0839333496481478,0.549307502251699
"NM_001287349.2",-0.117947109521199,0.487259918057021,0.641422497669252
"NM_173658.4",-0.29654119402621,0.100278006339917,0.549307502251699
"NM_003420.4",-0.310581128844845,0.0401982291258093,0.509060543514616
"XM_005265640.3",-0.241909277327093,0.122711351804659,0.549307502251699
"NM_144638.3",-0.24035969945118,0.114614935854107,0.549307502251699
"NM_015444.3",-0.209603334483193,0.271549737352037,0.571266423629509
"NM_030885.4",-0.323796282850717,0.402836483130326,0.607536610278535
"NM_016089.3",-0.277937793423492,0.146263497773107,0.549307502251699
"XR_940458.2",-0.144407368603962,0.629909699344658,0.712825488763252
"NM_001407.3",-0.21434980699507,0.496406369774713,0.648436013464203
"NM_177938.2",-0.258801420120507,0.193080179018254,0.558773997767035
"NM_001320546.2",-0.204650739667191,0.255865470758978,0.570178740363922
"NM_199070.1",-0.0433908472881384,0.796057867366732,0.83056946046538
"NM_199069.2",-0.585922366008228,0.000262414128786229,0.0123739995687815
"NR_004405.1",-0.236688068689021,0.152952049166814,0.549307502251699
"NM_022903.4",-0.213177686433565,0.182883923486953,0.552516556007626
"NM_198562.3",-0.277710078959995,0.0246123468059857,0.428683517942094
"XM_017007618.1",-0.211690926781002,0.308166327007954,0.578010053867959
"NM_032316.3",-0.201993492951203,0.210511059738602,0.560608659463852
"NM_003458.4",-0.214876198228969,0.617801141991683,0.706336807323431
"XM_017006468.2",-0.189050140818855,0.371144202537158,0.59762253601208
"NM_198722.3",-0.160860192532497,0.408775232037757,0.608816649701144
"NM_021971.4",-0.149753868674246,0.357148315966981,0.591649408291234
"XM_024453290.1",-0.319730517916354,0.226629655340634,0.568279898739505
"NR_135301.1",-0.301995030373854,0.138816600783756,0.549307502251699
"NM_006764.4",-0.252586290402358,0.140094437121351,0.549307502251699
"NM_007275.2",-0.236821484931102,0.175802540400324,0.549492315698494
"NM_007024.5",-0.22614066936741,0.0936960221138497,0.549307502251699
"NM_006010.6",-0.229234787174951,0.0914756196193844,0.549307502251699
"NM_013286.5",-0.223064521509343,0.296366777738513,0.576279778478858
"XM_024453490.1",-0.302916169622517,0.272946424059878,0.571266423629509
"NM_004704.5",-0.168471506250173,0.212363149875689,0.561505419046401
"NM_080865.4",-0.243834681930389,0.52536119581251,0.6600426378817
"NM_015407.5",-0.112609453047821,0.382097341956044,0.601564762037203
"NM_001947.4",-0.231939216900931,0.322024495236666,0.58193741763079
"NM_017442.3",-0.156594012620285,0.453011618675233,0.62738904740513
"NM_007284.4",-0.234395965330425,0.276679905508696,0.571693427841266
"NM_025222.4",-0.951409758338185,0.00119964761704282,0.0479859046817126
"NM_001276293.2",-0.235136344886505,0.432819638190896,0.620593055785049
"XM_006712955.3",-0.196174796518982,0.559559639658232,0.67613456458703
"XR_002959551.1",-0.30187552536942,0.134689214202136,0.549307502251699
"NM_014041.5",-0.26585597229182,0.0395778077335888,0.508853220345749
"NM_198563.3",-0.224570523420078,0.0734569533142339,0.549307502251699
"NM_021237.5",-0.0538661088964323,0.703696823138781,0.76160507076039
"NM_177966.7",-0.215011774193701,0.240301206652443,0.568326235965891
"NM_001660.4",-0.354384610335715,0.0110630628212405,0.27937687813
"NM_007042.5",-0.228008501029273,0.167096708081292,0.549307502251699
"XM_005264937.2",-0.316523534749225,0.224734094556623,0.567708078583803
"NM_018008.4",-0.163430777318406,0.613020027234123,0.703644053009454
"XR_940901.2",-0.0844866085131738,0.849786441563085,0.871884196190677
"NR_038286.1",-0.265478220243335,0.0961004006078236,0.549307502251699
"NM_032505.3",-0.321333856596465,0.119177244301353,0.549307502251699
"NM_006407.4",-0.306247722060969,0.18782562324354,0.55524394231016
"NM_018971.3",-0.283457490306493,0.15907737291999,0.549307502251699
"NM_012234.6",-0.312291437340765,0.150674901383863,0.549307502251699
"NM_018130.3",-0.342082189841642,0.0766346053972465,0.549307502251699
"NM_018029.4",-0.223144346206329,0.354375604573739,0.591021307642899
"NR_049831.1",-2.42743130384581,3.37177799801804e-11,1.23253781101697e-08
"NR_024241.1",-0.0774847033344177,0.758087130128243,0.801167887060353
"NR_047469.1",-0.211398889671749,0.298078097170952,0.576279778478858
"NM_001040199.1",-0.1150382614221,0.720554183687723,0.773884188985418
"XR_001740025.2",-0.322966380078935,0.250403054822163,0.568326235965891
"XM_005247125.4",-0.347236113469242,0.347859051197959,0.591021307642899
"NM_020202.5",-0.305835057990449,0.0626793885347311,0.545909611026749
"NM_014820.5",-0.308349779607046,0.252382695213512,0.569083939900956
"NM_001085451.2",-0.213517401463773,0.412775583034262,0.611328131393281
"NM_017819.4",-0.322084486535201,0.13587343809627,0.549307502251699
"XM_011512690.2",-0.257899342973475,0.275776211233299,0.571266423629509
"NR_024407.1",-0.180592626691458,0.186889544903531,0.554535791751523
"NM_000986.4",0.0465274835716021,0.713362293329001,0.769767683964318
"XM_011513341.3",-0.284628106949977,0.374106349102397,0.599050312636983
"NR_002941.2",-0.600891497701025,0.0242540065801791,0.424994677235766
"NR_028301.1",-0.321890704793488,0.105306787978419,0.549307502251699
"NR_028302.1",-0.234512563954516,0.572273279868211,0.682166504044704
"XR_002959610.1",-0.293274793712688,0.0962099840407104,0.549307502251699
"XM_017007536.1",-0.288267875992811,0.214876255261055,0.563194774265304
"NM_018010.4",-0.258081301934867,0.147107718912228,0.549307502251699
"NM_013259.2",-0.337447026507257,0.428560350151442,0.619130305022068
"NM_001278712.2",-0.296278245410386,0.286755162084889,0.576279778478858
"NM_014170.4",-0.472808760581563,0.0393848034475274,0.508853220345749
"NM_016589.4",-0.249315387465094,0.0710735081870038,0.549307502251699
"NM_005694.1",-0.2486550380638,0.048177071861244,0.539994956293258
"NM_001099678.2",-0.317769866445262,0.089944274496144,0.549307502251699
"NM_001168331.2",-0.279388560260262,0.189069076058865,0.556536012125108
"NM_005513.3",-0.31330692696607,0.0140088976044425,0.319888213014828
"NM_016298.4",-0.357650254898567,0.559713693851773,0.676179842603683
"NM_014367.4",-0.315861408648493,0.0144636530568318,0.327506943980397
"NM_019069.4",-0.296601794114102,0.12741357402196,0.549307502251699
"NM_138287.3",-0.276681916992999,0.19312875878446,0.558773997767035
"XM_017007059.2",-0.323011793650477,0.163535400183221,0.549307502251699
"XR_924442.3",-0.192813873926292,0.305077880461939,0.578010053867959
"NR_046383.1",-0.221635782766806,0.462964155734505,0.631094804411544
"NM_001040653.3",-0.301651806174198,0.0488487078384843,0.542763420427604
"XR_001740892.1",-0.172419337493702,0.362691628689369,0.594710808755297
"XR_924182.2",-0.252228126090227,0.309378696795447,0.578045843642627
"NM_002950.4",-0.246633511322453,0.127582170874463,0.549307502251699
"NM_004637.6",-0.245707497023855,0.108570413332689,0.549307502251699
"NR_034179.1",-0.221578026285289,0.169696269743983,0.549307502251699
"NM_016128.4",-0.26681984770809,0.222570891262474,0.565351186877653
"NM_006026.4",-0.0307467744069974,0.876189641186736,0.892187485758966
"NR_026991.1",-0.128097970289256,0.506502065366515,0.652100328329809
"NR_003111.2",-0.187673781920196,0.299266524814576,0.576279778478858
"XM_024453810.1",-0.287887063071067,0.145097172563646,0.549307502251699
"NR_037893.1",-0.0978981176239001,0.648186621711526,0.724510003069348
"NM_007117.5",-0.22731487120776,0.505188573172487,0.650872804886768
"NR_024252.1",-0.226384449133463,0.384281028445427,0.603171716673835
"NM_014602.3",-0.31311670827841,0.12523312465816,0.549307502251699
"XR_001740272.1",-0.265693592589891,0.440043795550229,0.623413291204526
"NM_153240.5",-0.268192956429974,0.206691113708714,0.560505105142553
"NM_021203.4",-0.278930926442173,0.0655654609427984,0.545909611026749
"XM_006713773.4",-0.224669510679476,0.286671969530468,0.576279778478858
"NM_016216.4",-0.257748811695554,0.0520179394888226,0.545909611026749
"NM_001104647.3",-0.27050803870754,0.240793362918262,0.568326235965891
"XM_005247575.5",-0.256043531470423,0.304637627987824,0.578010053867959
"NM_001679.4",-0.304338449226542,0.0616360548715161,0.545909611026749
"NM_198504.3",-0.349415247952217,0.363701780723081,0.595311115486005
"NM_004267.5",-0.143953548578618,0.618885591297578,0.706921864505158
"XM_017007314.2",-0.343519357068013,0.318161411838475,0.581590498507938
"NM_003412.4",-0.255893733609811,0.50070998906041,0.650127140485869
"NM_014220.3",-0.248897025690724,0.610599210588332,0.701942009417532
"XR_924575.3",-0.330735891856563,0.238301918192825,0.568326235965891
"NM_053024.4",-0.431195060092057,0.281353338576847,0.574741747800119
"NR_036538.1",-0.222091218856388,0.324870140363131,0.582997157829877
"NM_001079809.1",-2.31977401779509,3.05690328276141e-10,8.05910865455281e-08
"NM_014445.4",-0.272697610961135,0.0642744959672232,0.545909611026749
"XM_024453787.1",-0.338929126164324,0.0751648340088166,0.549307502251699
"NM_016275.5",-0.20605849499492,0.316724132904063,0.581513127839052
"NM_005067.7",-0.288828352124861,0.153069463767505,0.549307502251699
"NM_002563.5",-0.283644522994595,0.326904211578688,0.584117198754278
"NM_002886.4",-0.258866952093484,0.195670606664206,0.558773997767035
"NR_037901.1",-0.285819441793847,0.4483512512457,0.625706751016617
"NM_003875.3",-0.292696000008854,0.385402573867054,0.603171716673835
"NR_003284.1",-2.73504609770779,6.18278774524528e-12,3.58601689224226e-09
"NM_002852.4",-0.211304023086618,0.422787282334083,0.615722544116228
"NM_001197109.1",-0.524229433433278,0.0148993921872808,0.330771358327594
"NM_001168214.1",-0.239347572349445,0.741759461688373,0.789395390420654
"NM_173084.3",-0.296163435790525,0.549858975506092,0.672397650840256
"XR_001740993.1",-0.319340877647396,0.0858359070605336,0.549307502251699
"NR_102265.2",-3.15799006739516,9.4146396150286e-12,4.96408270610599e-09
"NM_003262.4",-0.343675547779572,0.126204279131479,0.549307502251699
"NM_005602.6",0.241844853235897,0.640200406959309,0.718769330306618
"NM_020390.6",-0.326915015612688,0.236662262436199,0.568326235965891
"NM_033540.3",-0.250233018730769,0.200728962865706,0.559438789746041
"NM_020409.3",-0.684508520138374,8.25784736675463e-05,0.0044762163296427
"NM_001042601.3",-0.183503662214491,0.354062043654815,0.591021307642899
"XR_002959596.1",-0.33692200184277,0.0717783029863553,0.549307502251699
"NM_003106.4",-0.261623943621989,0.45452821270124,0.628280179615632
"XR_002959553.1",-0.248216131895717,0.242537782588662,0.568326235965891
"NR_038301.1",-0.272628357133792,0.363999773173641,0.595311115486005
"NR_046727.1",-0.213501275965344,0.499362698583998,0.649694690645202
"XM_024453286.1",-0.31343392182819,0.111395936972469,0.549307502251699
"NM_033259.3",-0.169659927380836,0.6904403807314,0.753160467978582
"NM_002808.5",0.0798808374171515,0.71963643189844,0.773512975376307
"NM_144635.5",-0.584964041249782,0.126974982125673,0.549307502251699
"NM_001366133.1",-0.271660004753601,0.457874690323705,0.629232819583771
"NM_004443.4",-0.234102796833029,0.185705831416772,0.553142992944803
"NM_022149.5",-0.228221975193151,0.148236548571469,0.549307502251699
"NR_160768.1",-0.0155208296098853,0.933493192061404,0.943086659807724
"NM_001025266.3",-0.290346771546647,0.0155765878781983,0.340921546013397
"NR_038322.2",-0.269360626578902,0.0699572279451144,0.549307502251699
"NM_004454.3",-0.224902425620296,0.228146917549367,0.568279898739505
"NM_017541.4",-0.29314404285805,0.0719659679106336,0.549307502251699
"NM_016306.5",-0.24797949735497,0.0434878351236241,0.522214169186377
"NM_001967.4",-0.306128140056117,0.183374397162539,0.552672089531658
"NR_125409.1",-0.160526333011472,0.611595173909157,0.702704439119079
"NM_052969.3",-0.267654214154587,0.0263038712762709,0.442810946365055
"NM_153708.3",-0.312880883276115,0.578507768478185,0.685097730701117
"NR_135551.1",-0.296739076531606,0.381636026925022,0.601491564175307
"NM_001048.4",-0.282849189791601,0.397654044100854,0.605829644282888
"NM_001130845.2",-0.258914251492085,0.542862750723149,0.669630785664455
"XM_005247694.4",-0.193461902887665,0.650186665601522,0.725766485852354
"NR_026877.1",-0.281202702115159,0.459809195986971,0.629703058326275
"NM_005524.4",-0.183720958178102,0.710096329107344,0.766680154741739
"XM_011513124.3",-0.240294354901537,0.265357737320726,0.570619246639045
"NR_033929.1",-0.154804160881411,0.651316719180707,0.726608380697846
"NM_153690.5",-0.17130969447959,0.402903004759748,0.607536610278535
"NM_001647.4",-0.269431238344637,0.387106934695722,0.603353107172641
"NR_003265.3",1.14978023055758,9.75258156902459e-05,0.00514227028184933
"NM_005781.4",0.119741633971059,0.731365209599419,0.782208780320234
"XR_002959671.1",-0.0697934934170026,0.73969749567476,0.787889780984769
"NR_003264.2",-0.03136321465634,0.864979133674455,0.883875788462269
"NM_001105573.2",-0.316351355070916,0.17596362257732,0.549492315698494
"NM_198565.3",-0.289521962703383,0.343830418598152,0.591021307642899
"NM_001308036.1",-0.213067188091095,0.125369900111553,0.549307502251699
"NM_001355243.2",-0.121388965775561,0.526250425742659,0.660461414743495
"XM_017007242.1",-0.207114257415847,0.40656345986618,0.608272101793166
"NR_038285.1",-0.196882112768087,0.271912344869169,0.571266423629509
"NR_003266.2",-0.160593292324311,0.405994845767103,0.608272101793166
"NM_032288.7",-0.400321047438678,0.063250765388455,0.545909611026749
"XM_024454237.1",-0.149119710431294,0.545913193920664,0.671450893002921
"NM_018126.3",-0.338545916984928,0.104055975539927,0.549307502251699
"NM_181808.4",-0.28638794561293,0.0495698971196984,0.545909611026749
"NM_002111.8",-0.223708588838135,0.473577206979458,0.635086196642973
"XM_017008481.1",-0.219891299627832,0.477818529017624,0.637531048608747
"NM_032622.2",-0.217055850990815,0.685819831876919,0.750236707824618
"NM_020859.4",-0.277341566231695,0.323746355895987,0.582783632587437
"NM_014991.5",-0.0798153684627191,0.843014611447149,0.86708365781051
"NM_014421.3",-0.360735359525288,0.185494787044705,0.553142992944803
"NM_032961.3",-0.349277794445789,0.529296255299437,0.661754693371519
"NM_001168235.2",-0.392795223182749,0.55795696445875,0.67588771801603
"NM_022475.3",-0.39656072465775,0.515069352591016,0.654929428645626
"XM_011513478.2",-0.196624253114264,0.756256480943039,0.800271408405332
"NM_006651.4",-0.467273275970696,0.322648742882283,0.58193741763079
"XR_001741093.1",-0.207274409384569,0.517394248630045,0.654929428645626
"XR_002959759.1",-0.152585399252061,0.433226366248767,0.620593055785049
"NR_037888.1",-0.0654504183770226,0.672016535835413,0.74114772919669
"XR_001741578.2",-0.184074458321734,0.610412253096725,0.701942009417532
"NM_015688.2",-0.193080435427392,0.566260103560644,0.679840323049418
"XR_001741182.2",-0.0450729282425345,0.83880249371332,0.864400049581749
"XR_925336.2",-0.2630375952986,0.44031256137812,0.623472855187125
"NM_001144990.2",-0.302761604735519,0.689922384595917,0.752938998797104
"NM_016531.6",-0.307152171087746,0.497183690128191,0.648436013464203
"NR_047679.1",-0.171295974818943,0.295945308094243,0.576279778478858
"NM_006345.4",-0.252251894178213,0.0928006450337527,0.549307502251699
"NM_020846.2",-0.245871226099907,0.159012250432362,0.549307502251699
"XM_017007913.2",-0.221777618923135,0.355050887987289,0.591021307642899
"NM_000232.4",-0.314404839742227,0.042391872012638,0.518600151855468
"XM_006714037.4",-0.308772932086715,0.121959339171401,0.549307502251699
"NM_018227.6",-0.291876877937718,0.229434488824449,0.568326235965891
"XR_002959720.1",-0.248884068375979,0.287865909799258,0.576279778478858
"XM_024453936.1",-0.282562578064853,0.347068607677367,0.591021307642899
"XR_001741737.1",-0.104187057886333,0.755294944453419,0.799691616982445
"NM_006835.3",-0.297282509766041,0.214722519916343,0.563194774265304
"NM_025074.7",-0.278103862212679,0.350494257741308,0.591021307642899
"NM_001037582.3",-0.261461389660005,0.138634459220634,0.549307502251699
"NM_001318505.2",-0.252970639300447,0.319035788613733,0.58193741763079
"NM_198281.3",-0.195826494117608,0.358799697247841,0.592712143718204
"XR_939004.2",-0.312317708646591,0.538897862266049,0.667399870798429
"NR_037884.1",-0.229607430238793,0.293577713853679,0.576279778478858
"NM_001008388.5",-0.358080771900233,0.0400756759066145,0.509060543514616
"NM_001059.3",-0.294370949027472,0.509228436485393,0.653298740874049
"XR_002959772.1",-0.29099365548634,0.21504600455183,0.563194774265304
"NM_001128933.3",-0.340313578170366,0.108185536853844,0.549307502251699
"NR_037596.1",-0.109192272547702,0.647449599782646,0.724104835854097
"NM_002358.4",-0.300718941112934,0.407227684700494,0.608272101793166
"NM_015693.4",-0.302121691425935,0.0733233412570717,0.549307502251699
"NM_018717.5",-0.237164012045429,0.157878921255189,0.549307502251699
"NM_032547.3",-0.351214105157733,0.256847770209497,0.570619246639045
"NM_015130.3",-0.273178861585637,0.432980085716397,0.620593055785049
"NM_003601.4",-0.581805290331861,0.00224019238046973,0.0792263158946611
"NM_172250.3",-0.28511783334439,0.14754511779469,0.549307502251699
"XR_001741442.1",-0.269575590652391,0.104511078038461,0.549307502251699
"NM_001358235.2",-0.324736941902118,0.429657800090497,0.619442018524704
"NM_001873.4",-0.275921785415873,0.0533714846840771,0.545909611026749
"NM_020870.4",-0.246954463878497,0.17483131882011,0.549307502251699
"NM_017867.3",-0.0956608368924756,0.668688718596526,0.738882561985111
"NM_201591.2",-0.270808514506179,0.259929421328748,0.570619246639045
"XM_011531877.1",-0.427607448605646,0.472715614303054,0.634517603091347
"NM_005429.5",-0.258008874355869,0.207671578090536,0.560505105142553
"NM_153343.4",-0.286696292071491,0.351036396830266,0.591021307642899
"NR_027481.1",-0.209118640367501,0.273415349033937,0.571266423629509
"NR_002451.2",-0.31345603857234,0.0636141970771631,0.545909611026749
"NM_133474.4",-0.312402653544826,0.182007107182059,0.552516556007626
"NM_001362796.2",-0.163503595328806,0.586897338542229,0.689217083797055
"NR_148199.1",-0.187467112862221,0.563011214620745,0.678001249548911
"XM_024454317.1",-0.217713101450938,0.147119927798605,0.549307502251699
"NR_036511.1",-0.0402068455337101,0.886140914649718,0.901212923894155
"XM_005272307.5",-0.143124659973824,0.538184626126599,0.667123494664304
"XM_017008163.1",-0.170574182556501,0.509791262223222,0.653578541311824
"NR_024569.1",-0.314227224672726,0.204009061020741,0.559714075713231
"NR_104331.1",-0.194020111991162,0.431933128892663,0.620291617772286
"XM_005248038.4",-0.179446926240765,0.38763842776094,0.603353107172641
"NM_007331.1",-0.294690415489921,0.128552960895717,0.549307502251699
"XM_017008589.2",-0.0446650754727727,0.815671105998917,0.846464915869336
"NM_178557.4",-0.208740518865859,0.264936801794883,0.570619246639045
"NM_006454.3",-0.153503097840714,0.293182167191953,0.576279778478858
"NM_001120.4",-0.0524133937369655,0.813792799767521,0.844818013003691
"NR_015453.2",-0.233187893478192,0.111182656433399,0.549307502251699
"XM_017008530.1",-0.191542215295355,0.35082003189752,0.591021307642899
"XR_925059.2",-0.144817971991325,0.584043519511573,0.687947281309327
"XR_001741553.1",-0.195635341826837,0.434914834015271,0.621137702937366
"NM_000683.4",-0.0997114115678034,0.692102736253265,0.754406290221562
"XR_001741563.1",0.0449139216088939,0.854749258558405,0.875272898947519
"NM_002448.3",-0.109968549644709,0.679161397883494,0.74590723494116
"NM_001313.5",-0.2633664530893,0.177394916078814,0.549492315698494
"NM_001288661.2",-0.281427029493708,0.403954522595882,0.607607943738619
"NM_001014809.3",0.0524348157270882,0.92863044728354,0.938500887653691
"NR_037863.1",-0.247891598774305,0.486865809092231,0.641422497669252
"NM_018366.3",-0.184240869002339,0.0740884223463201,0.549307502251699
"NM_153376.3",-0.255384938579147,0.422116580786993,0.615299363801096
"NM_152293.3",0.0278940939436353,0.914953142381378,0.92661571954112
"NM_025196.4",-0.286222590616422,0.138541241048588,0.549307502251699
"NM_000798.5",-0.29469466869455,0.653534146505724,0.728241700236925
"NM_015907.2",-0.052908212418019,0.695361134491692,0.757176894227403
"NM_025205.5",-0.258250353111509,0.0761236830354468,0.549307502251699
"NM_001145432.1",-0.289475459035884,0.0116640228238388,0.289108258026774
"XR_001741660.1",-0.178281536445298,0.351965584791511,0.591021307642899
"NR_026804.1",-0.238865865010577,0.194767268610967,0.558773997767035
"NM_001024921.3",-0.236396660970813,0.340862706047216,0.591021307642899
"NM_004181.5",-0.230955062476959,0.483596109712525,0.639648218091823
"XR_002959789.1",-0.215103803005645,0.567927687612645,0.680110222783214
"NM_173536.4",-0.33075775236764,0.405257217763645,0.608147959386583
"XM_017007985.1",-0.316426290085167,0.521698309929091,0.657788482026861
"NM_152679.4",-0.253162791989136,0.385823992224052,0.603337599056215
"NM_001024611.3",-0.305202703006377,0.027978808478935,0.454557672767011
"NR_125363.1",-0.268413590860388,0.128461069893285,0.549307502251699
"NR_024031.2",-0.297688908702261,0.052833838638759,0.545909611026749
"NM_023940.3",-0.284708636303484,0.400813837151382,0.607181702018353
"NM_002253.3",-0.25999051455215,0.179094973463065,0.5507692715195
"XR_001741287.2",-0.198415175154298,0.603541229278623,0.697735525177599
"NM_032313.4",-0.201549349367741,0.30821435892674,0.578010053867959
"NM_001553.3",-0.467175295831448,0.141436911773811,0.549307502251699
"NR_015439.1",-0.202788411242379,0.274812928014878,0.571266423629509
"NM_020368.3",-0.278338121805948,0.0855051659062395,0.549307502251699
"NM_000788.3",-0.291829741778897,0.117964722398566,0.549307502251699
"NM_001351329.1",-0.310498237356414,0.106441687546928,0.549307502251699
"XM_005262774.4",-0.350279037232962,0.114400169183297,0.549307502251699
"NR_133920.2",-0.33026590755171,0.236022528930053,0.568326235965891
"XM_017008295.2",-0.269307622390406,0.271479031813513,0.571266423629509
"NM_005506.4",-0.447695845740763,0.065653103966277,0.545909611026749
"NM_001029870.3",-0.248146589271966,0.633640362899061,0.715688465908255
"NM_004354.3",-0.300202196730988,0.0200752963138386,0.393754811358175
"NM_005139.3",-0.252110012352496,0.509682988970784,0.653578541311824
"XR_938929.2",-0.226879966481529,0.38876335798835,0.60391864172086
"NM_031370.3",-0.330028409288086,0.119397596654026,0.549307502251699
"XR_244663.5",-0.0862426430813057,0.651942272347449,0.726945338850534
"NR_003249.2",-0.360190226919468,0.184669804400946,0.553142992944803
"NR_038841.1",-0.316571287266608,0.259464422446597,0.570619246639045
"NM_016245.5",-0.364418895085086,0.229985049353389,0.568326235965891
"XM_005262775.4",-0.286250060019025,0.163077499192227,0.549307502251699
"NM_153757.4",-0.271323755945905,0.362335218418217,0.594496256527768
"NR_002806.2",-0.308395216647512,0.0646058694376673,0.545909611026749
"NM_145715.2",-0.347161300061051,0.034359823610833,0.482698485615865
"NR_148380.1",-0.25619194768418,0.36231181542123,0.594496256527768
"XM_024453951.1",-0.286672892679343,0.195915260033433,0.558773997767035
"NM_000671.4",-0.146331483440769,0.286599934274837,0.576279778478858
"NM_002106.4",0.0630541183581781,0.735145805775143,0.785094029367673
"NM_145244.4",-0.244369989167536,0.532152916185453,0.662735925594833
"NR_033874.1",-0.206948579110916,0.387067547696564,0.603353107172641
"NM_181892.3",-0.176564303912683,0.581910428124645,0.687249131159223
"NM_017628.4",-0.225843458734682,0.286536769794624,0.576279778478858
"XM_017008835.2",-0.130198248289107,0.601860252718545,0.697042624953587
"NM_030821.5",-0.305838721320771,0.0288342857268846,0.456936768349538
"NM_152400.3",-0.28178669458836,0.330144266330733,0.585949649147599
"NM_052864.3",-0.223013844002015,0.368037349476302,0.597215328419853
"NM_024019.4",-0.159738810045709,0.594971870638059,0.692939126445933
"NR_161159.1",-0.124710159269065,0.623920496871198,0.709421716715019
"XR_939103.2",-0.306323708791287,0.0661493615183625,0.545909611026749
"NM_152402.3",-0.26735791181737,0.202048705838362,0.559438789746041
"NR_003584.3",-0.260634745430561,0.306959526344307,0.578010053867959
"NM_003619.4",-0.305176498603965,0.272578813424983,0.571266423629509
"NR_003135.3",-0.532913987351258,0.00548976193524809,0.164333596045371
"NM_020961.4",-0.278296983420792,0.130597076847976,0.549307502251699
"NR_037630.1",-0.229173122055245,0.199353188290078,0.559438789746041
"NM_001154.4",-0.362966275288244,0.135945709720153,0.549307502251699
"NM_001237.5",-0.251833504348286,0.470407182107072,0.633274252450919
"XM_017008358.2",-0.36814755966183,0.441001928634413,0.623472855187125
"NM_006320.6",-0.354057299033468,0.0316481193326864,0.471790293329337
"NR_125885.1",-0.261019305580948,0.553749247344312,0.674188980784791
"NM_020815.3",-0.294287162517568,0.488932190599332,0.642659648094877
"NM_012118.4",-0.23817614715611,0.217472918467904,0.563194774265304
"XR_939248.2",-0.199833083171551,0.392940612427806,0.60497652538456
